ld;3;2021 05 02 01 14
ld;3;2021 05 02 01 14;FA;P1;4.80;12.00;7.20;0.00;9.60;14.40;2.40;P2;9.60;12.00;0.00;14.40;2.40;4.80;7.20
ld;3;2021 05 02 01 14;OM;P1;14.40;9.60;12.00;0.00;7.20;4.80;2.40;P2;3.40;0.00;14.40;12.00;4.80;9.60;7.20
ld;3;2021 05 02 01 14;OM;P1;12.00;4.80;14.40;7.20;9.60;2.40;0.00;P2;14.40;0.00;2.40;4.80;12.00;9.60;6.20
ld;3;2021 05 02 01 14;OM;P1;0.00;7.20;4.80;9.60;12.00;2.40;14.40;P2;0.00;2.40;11.00;4.80;7.20;14.40;9.60
ld;3;2021 05 02 01 14;OM;P1;2.40;12.00;0.00;14.40;4.80;7.20;9.60;P2;8.60;7.20;0.00;4.80;14.40;12.00;2.40
aa;3;2021 05 02 01 18
aa;3;2021 05 02 01 18;OM;P1;0.00;7.20;9.60;4.80;12.00;14.40;2.40;P2;12.00;6.20;14.40;0.00;9.60;4.80;2.40
aa;3;2021 05 02 01 18;OM;P1;2.40;9.60;0.00;14.40;12.00;7.20;4.80;P2;12.00;2.40;0.00;9.60;3.80;7.20;14.40
aa;3;2021 05 02 01 18;OM;P1;0.00;12.00;2.40;4.80;14.40;7.20;9.60;P2;9.60;14.40;7.20;1.40;12.00;0.00;4.80
aa;3;2021 05 02 01 18;OM;P1;9.60;7.20;2.40;14.40;12.00;4.80;0.00;P2;3.40;0.00;7.20;4.80;14.40;12.00;9.60
aa;3;2021 05 02 01 18;OM;P1;2.40;4.80;12.00;0.00;7.20;9.60;14.40;P2;3.40;0.00;4.80;7.20;14.40;9.60;12.00
aa;3;2021 05 02 01 18;OM;P1;2.40;4.80;0.00;12.00;14.40;7.20;9.60;P2;0.00;2.40;12.00;4.80;14.40;7.20;10.60
aa;3;2021 05 02 01 18;OM;P1;14.40;0.00;12.00;7.20;2.40;4.80;9.60;P2;2.40;7.20;0.00;10.60;14.40;12.00;4.80
aa;3;2021 05 02 01 18;OM;P1;14.40;2.40;7.20;0.00;9.60;4.80;12.00;P2;0.00;12.00;14.40;7.20;2.40;3.80;9.60
aa;3;2021 05 02 01 18;FA;P1;2.40;9.60;7.20;12.00;0.00;14.40;4.80;P2;4.80;2.40;9.60;12.00;0.00;7.20;14.40
aa;3;2021 05 02 01 23
aa;3;2021 05 02 01 23;FA;P1;4.80;2.40;14.40;12.00;0.00;9.60;7.20;P2;4.80;12.00;7.20;9.60;0.00;14.40;2.40
aa;3;2021 05 02 01 23;FA;P1;4.80;2.40;12.00;9.60;14.40;7.20;0.00;P2;7.20;14.40;0.00;9.60;4.80;12.00;2.40
aa;3;2021 05 02 01 23;OM;P1;12.00;2.40;0.00;7.20;14.40;9.60;4.80;P2;8.20;2.40;0.00;14.40;9.60;12.00;4.80
aa;3;2021 05 02 01 23;OM;P1;0.00;4.80;14.40;2.40;7.20;12.00;9.60;P2;3.80;14.40;12.00;7.20;0.00;2.40;9.60
aa;3;2021 05 02 01 23;OM;P1;2.40;9.60;0.00;7.20;14.40;4.80;12.00;P2;9.60;12.00;4.80;2.40;0.00;14.40;8.20
aa;3;2021 05 02 01 23;FA;P1;14.40;0.00;4.80;9.60;12.00;7.20;2.40;P2;14.40;7.20;2.40;4.80;12.00;9.60;0.00
