a;1;2022 07 08 01 46
a;2;2022 07 08 01 46;OM;P1;5;3;10;1;12;8;6;0;P2;5;0;10;3;9;1;12;6
a;2;2022 07 08 01 46;FA;P1;8;0;6;5;1;10;3;12;P2;1;0;8;3;6;5;10;12
a;2;2022 07 08 01 46;FA;P1;1;8;3;5;10;12;6;0;P2;0;8;5;12;10;6;1;3
a;2;2022 07 08 01 46;OM;P1;6;0;8;3;1;10;12;5;P2;3;6;1;10;9;12;5;0
a;1;2022 07 08 01 46;FA;P1;7;10;3;1;0;5;12;8;P2;8;1;7;0;10;12;5;3
a;1;2022 09 05 13 31
