sournote10
nom_sujet, echelle, SOAms, F_ref_min, F_ref_max, moment, 
total_essais, Hits, Correct_rejections, Misses, False_alarms 
--------------------------------------------------------------------
ld;0;300;370;740;2022 09 05 13 32;20;9;9;1;1
ld;0;300;370;740;2022 09 05 13 34;20;2;13;4;1
ld;0;300;370;740;2022 09 05 13 37;20;7;11;2;0
----------------------------------------------------------
ld;1;300;370;740;2022 09 05 15 07;20;10;4;5;1
ld;1;300;370;740;2022 09 05 15 10;40;22;10;3;5
ld;1;300;370;740;2022 09 05 15 18;40;20;15;2;3
ld;1;300;370;740;2022 09 05 15 25;40;18;15;5;2
ld;1;300;370;740;2022 09 05 15 33;40;20;17;1;2
ld;1;300;370;740;2022 09 05 15 40;40;10;22;5;3
% correct : 81.5
----------------------------------------------------------
ld;2;300;370;740;2022 09 05 21 51;20;3;9;5;3
ld;2;300;370;740;2022 09 05 21 56;40;17;7;8;8
ld;2;300;370;740;2022 09 05 22 03;40;9;10;13;8
ld;2;300;370;740;2022 09 05 22 09;40;10;13;11;6
ld;2;300;370;740;2022 09 05 22 17;40;14;10;8;8
ld;2;300;370;740;2022 09 05 22 30;40;8;13;9;10
% correct : 55.5
----------------------------------------------------------
ld;2;300;370;740;2022 09 06 11 25;20;2;8;7;3
ld;2;300;370;740;2022 09 06 11 29;40;4;13;12;11
ld;2;300;370;740;2022 09 06 11 36;40;13;7;9;11
ld;2;300;370;740;2022 09 06 11 44;40;14;8;12;6
ld;2;300;370;740;2022 09 06 12 02;40;9;14;9;8
ld;2;300;370;740;2022 09 06 12 10;40;11;10;11;8
ld;1;300;370;740;2022 09 06 22 47;20;5;9;3;3
ld;1;300;370;740;2022 09 06 22 51;40;21;10;3;6
ld;1;300;370;740;2022 09 06 22 57;40;16;17;2;5
ld;1;300;370;740;2022 09 06 23 03;40;21;15;2;2
ld;1;300;370;740;2022 09 06 23 11;40;16;22;0;2
ld;1;300;370;740;2022 09 06 23 18;40;17;16;2;5
ld;1;300;370;740;2022 09 07 13 31;20;11;5;1;3
ld;1;300;370;740;2022 09 07 13 36;40;17;19;0;4
ld;1;300;370;740;2022 09 07 13 42;40;18;18;2;2
ld;1;300;370;740;2022 09 07 13 48;40;18;18;2;2
ld;1;300;370;740;2022 09 07 13 54;40;15;18;2;5
ld;1;300;370;740;2022 09 07 14 01;40;18;14;4;4
ld;2;300;370;740;2022 09 08 00 02;20;3;6;5;6
ld;2;300;370;740;2022 09 08 00 07;40;11;9;10;10
ld;2;300;370;740;2022 09 08 00 13;40;12;11;7;10
ld;2;300;370;740;2022 09 08 00 24;40;13;20;4;3
ld;2;300;370;740;2022 09 08 00 31;40;5;17;11;7
ld;2;300;370;740;2022 09 08 00 41;40;9;13;11;7
ld;2;300;370;740;2022 09 08 12 00;20;3;8;6;3
ld;2;300;370;740;2022 09 08 12 03;40;2;24;10;4
ld;2;300;370;740;2022 09 08 12 24;40;10;16;12;2
ld;2;300;370;740;2022 09 08 12 32;40;9;15;10;6
ld;2;300;370;740;2022 09 08 12 40;40;5;18;9;8
ld;2;300;370;740;2022 09 08 12 52;40;9;14;7;10
ld;1;300;370;740;2022 09 08 22 07;20;11;5;4;0
ld;1;300;370;740;2022 09 08 22 10;40;14;20;3;3
ld;1;300;370;740;2022 09 08 22 15;40;17;17;2;4
ld;1;300;370;740;2022 09 08 22 23;40;16;19;4;1
ld;1;300;370;740;2022 09 08 22 30;40;15;20;3;2
ld;1;300;370;740;2022 09 08 22 37;40;24;15;0;1
ld;1;300;370;740;2022 09 09 13 13;20;6;10;3;1
ld;1;300;370;740;2022 09 09 13 16;40;16;18;4;2
ld;1;300;370;740;2022 09 09 13 22;40;19;17;1;3
ld;1;300;370;740;2022 09 09 13 28;40;14;18;2;6
ld;1;300;370;740;2022 09 09 13 36;40;17;19;4;0
ld;1;300;370;740;2022 09 09 13 45;40;18;19;1;2
ld;2;300;370;740;2022 09 09 23 57;20;3;10;7;0
ld;2;300;370;740;2022 09 10 00 00;40;8;10;15;7
ld;2;300;370;740;2022 09 10 00 07;40;10;14;6;10
ld;2;300;370;740;2022 09 10 00 17;40;10;15;8;7
ld;2;300;370;740;2022 09 10 00 24;40;9;22;7;2
ld;2;300;370;740;2022 09 10 00 33;40;14;13;8;5
